Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Gambia, The",GMB,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,31.5,..,..,..,..
"Gambia, The",GMB,"Time to import, border compliance (hours)",IC.IMP.TMBC,87,..,..,..,..
Georgia,GEO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,63.5057718296264,55.9907600072305,58.9265463408208,62.2165584682954,56.9281098123271
Georgia,GEO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.81019216291622,-16.6453385406787,8.79462118533974,16.9404049176201,8.63802238452386
Georgia,GEO,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,10897526605.8296,9083596409.7287,9882464303.96946,11556593772.9011,12554854929.8928
Georgia,GEO,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-1069118277.04,-2038961769.64,-1936926060.28,-1168828562.78,-1238403635.04
Georgia,GEO,Net foreign assets (current LCU),FM.AST.NFRG.CN,-349399129.579752,233711207.085896,-651539131.108551,2415711839.56847,2202581395.59338
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.38071926589951,-6.2904717853839,10.6442336580969,10.9585321385624,7.47447909383303
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,4741.2832715876,4300.85701291207,5083.60695484577,6729.84659930283,8120.36344318242
Georgia,GEO,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,0.27,0.43,..,..
Georgia,GEO,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,1.37,1.65,..,..
Georgia,GEO,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,2,..,..,..,..
Georgia,GEO,"Time to import, border compliance (hours)",IC.IMP.TMBC,15,..,..,..,..
Germany,DEU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,41.1908085811906,37.6703792603996,41.8815740369597,48.9564100381499,42.9732890739501
Germany,DEU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,3.35840520855733,-8.2839740144308,8.88458363125879,6.63446888595878,-3.36908991965235
Germany,DEU,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,1560433253186.42,1431167367979.92,1558320629691.38,1661706927011.73,1605722526439.61
Germany,DEU,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,224101148171.914,196807065389.31,248186635302.523,212482502472.729,258360828033.252
Germany,DEU,Net foreign assets (current LCU),FM.AST.NFRG.CN,1834272423675.32,1908438455851,1816758131985.22,1886595588901.53,..
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.07547163576423,-3.82676871619293,3.16381994194575,1.80620896724351,-0.304934575740816
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,46805.1384334439,46749.4762280016,51426.7503654421,48717.9911402128,52745.7557064131
Germany,DEU,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,2.55,1.71,2.24,..,..
Germany,DEU,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,6.16,4.32,5.63,..,..
Germany,DEU,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,0.5,..,..,..,..
Germany,DEU,"Time to import, border compliance (hours)",IC.IMP.TMBC,0,..,..,..,..
Ghana,GHA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,39.3752028696209,35.0500782295317,32.6527114432115,35.451412242532,34.9998302644838
Ghana,GHA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,15.8811634836783,-8.78127256683372,5.79135196519667,1.39373880624238,-1.2406552841925
Ghana,GHA,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,27319344028.6667,24920357966.0385,26363583606.8387,26731023102.2833,26399383251.6461
Ghana,GHA,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-1469553238.11786,-2259603254.82659,-2086708827.55007,-1485148073.32836,1886339238.77937
Ghana,GHA,Net foreign assets (current LCU),FM.AST.NFRG.CN,20991989060.1181,16356958715.3394,6733275398.22358,-11346855667.2638,14891195715.5588
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.5077747939152,0.513941670628171,5.07646643533542,3.81750462109567,2.94478583082221
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2167.92527597794,2176.57621804239,2422.08591285021,2218.41475790993,2238.15802077213
Ghana,GHA,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,12.44,12.84,12.84,..,..
Ghana,GHA,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,12.05,12.17,12.17,..,..
Ghana,GHA,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,36,..,..,..,..
Ghana,GHA,"Time to import, border compliance (hours)",IC.IMP.TMBC,80,..,..,..,..
Gibraltar,GIB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..
Gibraltar,GIB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
Gibraltar,GIB,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
Gibraltar,GIB,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Gibraltar,GIB,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Gibraltar,GIB,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Gibraltar,GIB,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Gibraltar,GIB,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..
Gibraltar,GIB,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..
Greece,GRC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,41.7751593316684,39.7762241360962,48.7141257830914,58.859974393428,49.7959173168439
Greece,GRC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2.90086040386608,-7.28290027823951,17.8574398911264,7.21841071631417,2.12666422621869
Greece,GRC,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,79149830344.9324,73385427130.5152,86490185669.1933,92733402500.0984,94705530596.8234
Greece,GRC,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-638093842.084118,-8641607763.80306,-7804287635.35342,-17276494216.9055,-9858105077.78621
Greece,GRC,Net foreign assets (current LCU),FM.AST.NFRG.CN,55173979959.7847,50674514142.8152,70178913560.1101,64563189057.2059,66384500840.5165
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.87948998590817,-9.31643576478743,8.37994378358083,5.55728707963308,2.01152094343999
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,19143.8876174584,17617.2915057014,20310.6824798873,20867.2690861087,22990.0135680461
Greece,GRC,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,2.55,1.71,2.24,..,..
Greece,GRC,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,6.16,4.32,5.63,..,..
Greece,GRC,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,0.5,..,..,..,..
Greece,GRC,"Time to import, border compliance (hours)",IC.IMP.TMBC,0.5,..,..,..,..
Greenland,GRL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,51.148051064511,46.7481791092138,49.7161311253005,..,..
Greenland,GRL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,15.1430871697285,-5.84795321637426,5.89161940768746,..,..
Greenland,GRL,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,1436877567.46018,1352849639.53853,1432554391.45841,..,..
Greenland,GRL,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Greenland,GRL,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.83217756798683,0.187608793759281,1.29021048770599,..,..
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,53309.2035905065,54693.0766804265,57116.295770722,..,..
Greenland,GRL,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Greenland,GRL,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Greenland,GRL,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..
Greenland,GRL,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..
Grenada,GRD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..
Grenada,GRD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
Grenada,GRD,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
Grenada,GRD,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-64995208.5764611,-74776969.9714244,-116817571.497492,-69851694.8148148,-76779725.1851852
Grenada,GRD,Net foreign assets (current LCU),FM.AST.NFRG.CN,1310049992.75417,1568539204.68774,1777253738.35454,2076499988.09214,2266834415.53609
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.676511738873756,-13.7566222572107,4.68747816934534,7.32074061551874,4.80928689883935
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,9887.92074235834,8437.5367823125,9010.5127999358,9762.4147210397,10463.64593954
Grenada,GRD,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,10.55,..,..,..,..
Grenada,GRD,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,11,..,..,..,..
Grenada,GRD,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,24,..,..,..,..
Grenada,GRD,"Time to import, border compliance (hours)",IC.IMP.TMBC,37.33333,..,..,..,..
Guam,GUM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,55.8143194335169,57.2684246112238,58.7423804940648,63.9797395079595,..
Guam,GUM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,8.9824120603015,-2.27665706051873,2.15275729873194,8.66050808314087,..
Guam,GUM,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,3347542161.14928,3271330106.18364,3341753903.81012,3631166770.76827,..
Guam,GUM,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Guam,GUM,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.52360203340596,-10.5188595714539,2.0581832574708,5.09986426216793,..
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,37687.3991839833,34958.1341479989,36555.7601416726,40227.2753734558,..
Guam,GUM,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Guam,GUM,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Guam,GUM,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..
Guam,GUM,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..
Guatemala,GTM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,27.9047665962287,24.7985149483132,31.7794277331955,35.6544175752575,32.9382656639686
Guatemala,GTM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.85710070046441,-5.75655499017097,19.486216319649,4.3610161345178,4.07851132775745
Guatemala,GTM,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,21146092249.5655,19928805820.947,23812176033.1395,24850628871.9245,25864164585.4849
Guatemala,GTM,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,1397283970,3186129090,1404865080,518920270,2613635380
Guatemala,GTM,Net foreign assets (current LCU),FM.AST.NFRG.CN,94185325160.3422,130596043748.378,143550949831.209,135054711947.68,145108159072.444
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.0178979343828,-1.79185769458479,8.0024080363912,4.11800416923388,3.48448472740903
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,4647.80754129437,4609.89725752869,5029.47755484093,5473.20856444589,5797.52159594526
Guatemala,GTM,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,2.6,3,..,..
Guatemala,GTM,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,5.59,5.59,..,..
Guatemala,GTM,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,32,..,..,..,..
Guatemala,GTM,"Time to import, border compliance (hours)",IC.IMP.TMBC,72,..,..,..,..
Guinea,GIN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,43.3732638931509,68.3628951141662,62.8132595506566,63.8074675861835,29.8081312094496
Guinea,GIN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-3.80651154377847,-6.7033046853164,64.7984430563122,-2.89121311016436,8.51572602136716
Guinea,GIN,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,5726733661.98825,5342853256.1086,8804938980.85045,8550369430.69413,9278495465.22678
Guinea,GIN,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-272640000,2831850000,4798690000,3563072000,..
Guinea,GIN,Net foreign assets (current LCU),FM.AST.NFRG.CN,9770380236930.42,12177704710254.8,14537797536202.8,..,..
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.61691446969918,4.92026637152216,3.90000000048747,4.69999999984769,7.06196002940651
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1043.89988618266,1073.65933900139,1189.17599945874,1515.16794777612,1663.93780748118
Guinea,GIN,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,12.67,13.15,13.14,..,..
Guinea,GIN,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,12.17,12.17,12.17,..,..
Guinea,GIN,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,156,..,..,..,..
Guinea,GIN,"Time to import, border compliance (hours)",IC.IMP.TMBC,78.85714,..,..,..,..
Guinea-Bissau,GNB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,29.9612029719511,31.5847146887394,30.8723344407044,30.3686398036714,28.2635924332409
Guinea-Bissau,GNB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2.00010505863108,6.99996724586889,3.99975510922512,2.50005518885628,0.800103378094619
Guinea-Bissau,GNB,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,413124437.196099,442043012.484506,459723650.461328,471216995.439086,474987218.53775
Guinea-Bissau,GNB,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-105532271.298961,-32737123.3009917,19858053.8386675,-142538076.230917,..
Guinea-Bissau,GNB,Net foreign assets (current LCU),FM.AST.NFRG.CN,217714477819.346,271510664721.452,329945870410.638,266666713153.996,243336428694.429
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.50009293739862,1.50000000000006,6.39995262427662,4.19999023152431,4.24828229733396
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,754.381639420495,754.27069401163,836.870024795178,814.111990051955,914.275153804104
Guinea-Bissau,GNB,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,12.66,13.2,13.23,..,..
Guinea-Bissau,GNB,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,12.17,12.17,12.17,..,..
Guinea-Bissau,GNB,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,36,..,..,..,..
Guinea-Bissau,GNB,"Time to import, border compliance (hours)",IC.IMP.TMBC,84,..,..,..,..
Guyana,GUY,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..
Guyana,GUY,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
Guyana,GUY,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
Guyana,GUY,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-2600974795.11523,-1016744088.98372,-2001261062.26434,305152747.151823,..
Guyana,GUY,Net foreign assets (current LCU),FM.AST.NFRG.CN,161778728003.693,193990733249.725,182537655665.082,197188196229.984,226022881185.792
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.35284003535665,43.479651716849,20.0075297334354,63.4398643665041,33.0168829873529
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,6477.29672607993,6863.07434593017,9994.64570422569,18199.4748396968,20626.1991490567
Guyana,GUY,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,9.48,9.4,9.28,..,..
Guyana,GUY,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,11.63,11.63,11.63,..,..
Guyana,GUY,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,156,..,..,..,..
Guyana,GUY,"Time to import, border compliance (hours)",IC.IMP.TMBC,84,..,..,..,..
Haiti,HTI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,34.0110453423444,27.4538405884892,30.0278507648695,29.2907901679586,25.5147337127045
Haiti,HTI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.7242161666682,-18.2781754923432,2.33148567767418,4.91715641657208,-0.389124888927512
Haiti,HTI,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,6298217922.00408,5147018597.32997,5267020598.75394,5526008240.08774,5504505166.66138
Haiti,HTI,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-118311521.088236,308650789.79696,-87711540.3855321,-214841251.743736,..
Haiti,HTI,Net foreign assets (current LCU),FM.AST.NFRG.CN,184737248081.205,159877604864.69,208202251717.415,250330958663.084,275669637618.615
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.72309699839232,-3.30550546965893,-1.79823988931486,-1.68198396897978,-1.86388420254838
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1345.4750547884,1283.14122785939,1823.74222445285,1748.25713539751,1693.06874328693
Haiti,HTI,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,6.39,..,..,..
Haiti,HTI,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,4.9,..,..,..
Haiti,HTI,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,28,..,..,..,..
Haiti,HTI,"Time to import, border compliance (hours)",IC.IMP.TMBC,83,..,..,..,..
Honduras,HND,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,59.2410142548624,52.1257162805914,64.0072450999929,70.2593431190701,60.9429036101699
Honduras,HND,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-1.49646773549937,-17.6373111407213,32.6485407276653,8.50904533812221,-9.29729163367581
Honduras,HND,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,14148078631.0756,11652737982.4789,15457186888.5766,16772445928.9239,15213062716.8112
Honduras,HND,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-135660995.268854,1442675131.28623,-825346047.139203,-1634816814.11222,-1385603010.24943
Honduras,HND,Net foreign assets (current LCU),FM.AST.NFRG.CN,118417079124.166,154931334304.814,148021899906.548,143473005944.068,118579430855.585
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.55963434592314,-8.96508223267296,12.5652843771279,4.14356194013767,3.58260362632656
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2498.50918635232,2307.13093003215,2738.21626989704,3012.21734086324,3247.23105462683
Honduras,HND,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,3.9,3.36,..,..
Honduras,HND,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,5.72,5.79,..,..
Honduras,HND,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,72,..,..,..,..
Honduras,HND,"Time to import, border compliance (hours)",IC.IMP.TMBC,96,..,..,..,..
"Hong Kong SAR, China",HKG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,176.092205965367,174.375222597563,198.445417721854,190.385746324446,175.375184533425
"Hong Kong SAR, China",HKG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-7.2445516375152,-6.85797610976037,15.8215748618614,-12.2327330844063,-5.30700567270024
"Hong Kong SAR, China",HKG,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,623975605969.551,581183507981.427,673135891781.5,590792974844.531,559439558155.617
"Hong Kong SAR, China",HKG,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,30223939865.9746,31464951263.1401,46723720852.827,35316583763.9063,34975620761.7524
"Hong Kong SAR, China",HKG,Net foreign assets (current LCU),FM.AST.NFRG.CN,8147261151118.81,8459411340958.04,8597326163555.89,8784376218479.38,9368807483818.83
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.67242651924354,-6.54477867707153,6.454396778722,-3.68075292201146,3.21505497011667
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,48359.0011950597,46109.2299946609,49770.5642374739,48828.1212454445,50696.5903184046
"Hong Kong SAR, China",HKG,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,0,0,0,..,..
"Hong Kong SAR, China",HKG,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,0,0,0,..,..
"Hong Kong SAR, China",HKG,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,1.318182,..,..,..,..
"Hong Kong SAR, China",HKG,"Time to import, border compliance (hours)",IC.IMP.TMBC,18.54545,..,..,..,..
Hungary,HUN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,79.2216026672883,76.7475852870237,79.7471358424803,94.8557434703851,76.0920441628175
Hungary,HUN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,8.20603660986616,-3.85458671964194,7.33373844016829,10.7990638126206,-4.26705310451226
Hungary,HUN,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,129659635022.778,124661791950.453,133804161706.926,148253758513.599,141927691908.389
Hungary,HUN,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,557452420.299226,-2465586655.09012,-8202802732.17826,-16012488754.77,-1363807121.16084
Hungary,HUN,Net foreign assets (current LCU),FM.AST.NFRG.CN,10839489931880.2,12506427905925.3,12213001432614.1,11334270523483.4,14096784426466.2
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.86422573511891,-4.48704604765308,7.06122060972912,4.58340767295068,-0.907685956140242
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,16786.2136399075,16131.9540355923,18755.1023464312,18355.8278072065,22147.2097290479
Hungary,HUN,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,2.55,1.71,2.24,..,..
Hungary,HUN,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,6.16,4.32,5.63,..,..
Hungary,HUN,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,0.75,..,..,..,..
Hungary,HUN,"Time to import, border compliance (hours)",IC.IMP.TMBC,0,..,..,..,..
Iceland,ISL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,39.1494973417951,34.665430576638,39.0420861033638,45.9425344372337,43.4203031912533
Iceland,ISL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-9.08832238145911,-20.6353742459732,19.9048606721843,19.969806810324,-1.43856728481259
Iceland,ISL,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,8932529457.05185,7089268573.9574,8500377606.28057,10197886592.4028,10051183132.1422
Iceland,ISL,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,1508010387.30475,1293447226.05418,-243434347.04907,-457067350.136613,459102317.211638
Iceland,ISL,Net foreign assets (current LCU),FM.AST.NFRG.CN,489562167093.65,458548026385.714,432982134778.343,295463052342.469,336589537900.199
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.86117794293874,-6.94045309489034,5.1487154178929,8.88130774528271,4.06379899045474
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,68452.23622306,59023.5663465778,69252.3112431448,75135.0916136358,78811.0583922693
Iceland,ISL,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,1.17,..,1.53,..,..
Iceland,ISL,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,4.59,..,4.9,..,..
Iceland,ISL,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,2.5,..,..,..,..
Iceland,ISL,"Time to import, border compliance (hours)",IC.IMP.TMBC,24,..,..,..,..
India,IND,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.2411386333823,19.0756283996041,24.0239304534927,26.7648321318258,23.962284840372
India,IND,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-0.838956281129839,-12.62264989846,22.0944224617309,10.5897948518415,10.9136359009049
India,IND,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,615137005954.334,537490415296.85,656245818343.847,725740904230.25,804945624101.874
India,IND,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-31261609594.8237,32923994517.1284,-33088718914.2242,-81422041765.8703,-29798855183.6686
India,IND,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.87143694070957,-5.77772470687434,9.68959249191211,6.98703932576051,7.58397112433558
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2050.16380022056,1915.55158799947,2250.1790176424,2366.30960899931,2484.8454294403
India,IND,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,10.21,9.42,9.86,..,..
India,IND,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,15.53,14.62,14.85,..,..
India,IND,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,19.88,..,..,..,..
India,IND,"Time to import, border compliance (hours)",IC.IMP.TMBC,65.3,..,..,..,..
Indonesia,IDN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.0362497389257,15.6410071156049,18.7882026359018,20.9621544809476,19.5690849947929
Indonesia,IDN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-7.12694051817452,-17.6049570140597,24.8583825779004,14.9956846223738,-1.64594293223688
Indonesia,IDN,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,196463073205.982,161875833619.568,202115547641.886,232424157739.047,228598588741.93
