Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.23774179816246,0.241614356637001,0.243084475398064,0.240797773003578,0.234415784478188
Afghanistan,AFG,Regulatory Quality: Estimate,RQ.EST,-1.11377799510956,-1.38916301727295,-1.31168210506439,-1.27180624008179,-1.26642525196075
Afghanistan,AFG,Regulatory Quality: Number of Sources,RQ.NO.SRC,9,8,6,6,6
Afghanistan,AFG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,10.4761905670166,8.09523773193359,8.09523773193359,8.96226406097412,9.43396186828613
Afghanistan,AFG,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,6.66666650772095,3.80952382087708,3.80952382087708,3.77358484268188,4.24528312683105
Afghanistan,AFG,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,20,12.380952835083,16.1904754638672,18.3962268829346,19.3396224975586
Afghanistan,AFG,Regulatory Quality: Standard Error,RQ.STD.ERR,0.19708089530468,0.214174583554268,0.22888158261776,0.22212877869606,0.219980090856552
Afghanistan,AFG,Rule of Law: Estimate,RL.EST,-1.74210047721863,-1.83140671253204,-1.87723398208618,-1.65984559059143,-1.64964091777802
Afghanistan,AFG,Rule of Law: Number of Sources,RL.NO.SRC,11,10,9,9,9
Afghanistan,AFG,Rule of Law: Percentile Rank,RL.PER.RNK,4.2857141494751,2.38095235824585,1.90476191043854,5.18867921829224,5.18867921829224
Afghanistan,AFG,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,1.42857146263123,0.952380955219269,0.476190477609634,1.41509437561035,1.41509437561035
Afghanistan,AFG,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,5.2380952835083,4.7619047164917,4.7619047164917,7.07547187805176,7.07547187805176
Afghanistan,AFG,Rule of Law: Standard Error,RL.STD.ERR,0.158113196492195,0.15480837225914,0.172226160764694,0.171497702598572,0.171297326683998
Afghanistan,AFG,Voice and Accountability: Estimate,VA.EST,-1.00671291351318,-1.07826685905457,-1.56838941574097,-1.75352871417999,-1.85290133953094
Afghanistan,AFG,Voice and Accountability: Number of Sources,VA.NO.SRC,10,9,9,9,9
Afghanistan,AFG,Voice and Accountability: Percentile Rank,VA.PER.RNK,21.2560386657715,19.8067626953125,7.24637699127197,2.4154589176178,1.96078431606293
Afghanistan,AFG,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,15.4589376449585,13.5265703201294,1.44927537441254,0,0
Afghanistan,AFG,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,24.6376819610596,23.6714973449707,12.5603866577148,6.7632851600647,4.41176462173462
Afghanistan,AFG,Voice and Accountability: Standard Error,VA.STD.ERR,0.127157390117645,0.131653770804405,0.134160056710243,0.132442235946655,0.129422470927238
Albania,ALB,Control of Corruption: Estimate,CC.EST,-0.564274072647095,-0.573538780212402,-0.577179968357086,-0.408189445734024,-0.332218527793884
Albania,ALB,Control of Corruption: Number of Sources,CC.NO.SRC,11,9,9,9,9
Albania,ALB,Control of Corruption: Percentile Rank,CC.PER.RNK,31.9047622680664,31.9047622680664,31.9047622680664,38.6792449951172,43.3962249755859
Albania,ALB,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,24.2857151031494,22.8571434020996,21.4285717010498,26.8867931365967,29.7169818878174
Albania,ALB,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,43.3333320617676,43.3333320617676,45.238094329834,50,51.886791229248
Albania,ALB,Control of Corruption: Standard Error,CC.STD.ERR,0.146142572164536,0.149950817227364,0.162054538726807,0.158062413334846,0.158822014927864
Albania,ALB,Government Effectiveness: Estimate,GE.EST,-0.0623007006943226,-0.155121222138405,-0.0359850227832794,0.0645405352115631,0.250855356454849
Albania,ALB,Government Effectiveness: Number of Sources,GE.NO.SRC,7,6,6,6,6
Albania,ALB,Government Effectiveness: Percentile Rank,GE.PER.RNK,49.0476188659668,48.0952377319336,50.9523811340332,56.1320762634277,60.3773574829102
Albania,ALB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,35.238094329834,31.4285717010498,34.2857131958008,35.8490562438965,42.9245300292969
Albania,ALB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,64.7619018554688,60.9523811340332,66.1904754638672,68.3962249755859,75
Albania,ALB,Government Effectiveness: Standard Error,GE.STD.ERR,0.233651787042618,0.25643053650856,0.258553922176361,0.267504096031189,0.280171364545822
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.11010505259037,0.0886125192046165,0.196371927857399,0.106261312961578,0.183348968625069
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7,6,6,6,6
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,51.886791229248,50,52.3584899902344,49.5283012390137,51.6587677001953
Albania,ALB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,37.2641525268555,35.8490562438965,40.5660362243652,35.8490562438965,40.2843589782715
Albania,ALB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,60.8490562438965,60.8490562438965,63.6792449951172,60.8490562438965,63.5071105957031
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.229536056518555,0.23248028755188,0.234710082411766,0.233049780130386,0.227244794368744
Albania,ALB,Regulatory Quality: Estimate,RQ.EST,0.272065460681915,0.221967235207558,0.175859391689301,0.159353822469711,0.171953663229942
Albania,ALB,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,7,7,7,7
Albania,ALB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,61.9047622680664,58.5714302062988,58.5714302062988,57.5471687316895,58.4905662536621
Albania,ALB,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,49.523811340332,45.238094329834,46.1904754638672,43.8679237365723,44.3396224975586
Albania,ALB,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,72.3809509277344,71.9047622680664,70.476188659668,68.8679275512695,68.8679275512695
Albania,ALB,Regulatory Quality: Standard Error,RQ.STD.ERR,0.203257471323013,0.221013695001602,0.220166966319084,0.225545197725296,0.225275650620461
Albania,ALB,Rule of Law: Estimate,RL.EST,-0.426317363977432,-0.378028213977814,-0.280716270208359,-0.165585100650787,-0.164097368717194
Albania,ALB,Rule of Law: Number of Sources,RL.NO.SRC,11,10,10,10,10
Albania,ALB,Rule of Law: Percentile Rank,RL.PER.RNK,38.0952377319336,40,42.8571434020996,47.1698112487793,45.7547187805176
Albania,ALB,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,26.1904754638672,29.5238094329834,32.3809509277344,38.6792449951172,36.7924537658691
Albania,ALB,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,48.0952377319336,48.0952377319336,52.3809509277344,54.7169799804688,54.2452812194824
Albania,ALB,Rule of Law: Standard Error,RL.STD.ERR,0.146381765604019,0.142121806740761,0.148965209722519,0.157532021403313,0.159582436084747
Albania,ALB,Voice and Accountability: Estimate,VA.EST,0.141965284943581,0.0863254442811012,0.0855889618396759,0.141740188002586,0.168997228145599
Albania,ALB,Voice and Accountability: Number of Sources,VA.NO.SRC,11,10,10,10,10
Albania,ALB,Voice and Accountability: Percentile Rank,VA.PER.RNK,52.1739120483398,51.2077293395996,50.2415466308594,52.1739120483398,53.9215698242188
Albania,ALB,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,42.9951705932617,40.5797119140625,41.062801361084,42.9951705932617,45.5882339477539
Albania,ALB,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,57.487922668457,57.0048294067383,56.5217399597168,58.4541053771973,59.3137245178223
Albania,ALB,Voice and Accountability: Standard Error,VA.STD.ERR,0.121750041842461,0.125114321708679,0.126745909452438,0.12435869127512,0.123266227543354
Algeria,DZA,Control of Corruption: Estimate,CC.EST,-0.656169533729553,-0.666826963424683,-0.635961413383484,-0.638041079044342,-0.589308321475983
Algeria,DZA,Control of Corruption: Number of Sources,CC.NO.SRC,8,6,7,7,8
Algeria,DZA,Control of Corruption: Percentile Rank,CC.PER.RNK,28.0952377319336,27.619047164917,29.5238094329834,27.8301887512207,30.1886787414551
Algeria,DZA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,17.1428565979004,18.0952377319336,19.0476188659668,19.8113212585449,20.7547168731689
Algeria,DZA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,40.476188659668,41.4285697937012,42.8571434020996,41.9811325073242,45.2830200195312
Algeria,DZA,Control of Corruption: Standard Error,CC.STD.ERR,0.1738291233778,0.185141623020172,0.178614318370819,0.176986530423164,0.172193735837936
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-0.567920982837677,-0.573643207550049,-0.65274578332901,-0.51349949836731,-0.670135140419006
Algeria,DZA,Government Effectiveness: Number of Sources,GE.NO.SRC,8,6,6,6,7
Algeria,DZA,Government Effectiveness: Percentile Rank,GE.PER.RNK,32.8571434020996,31.9047622680664,28.5714282989502,32.5471687316895,27.3584899902344
Algeria,DZA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,15.2380952835083,16.1904754638672,12.8571424484253,15.0943393707275,13.2075471878052
Algeria,DZA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,42.8571434020996,46.6666679382324,41.9047622680664,48.113208770752,40.0943412780762
Algeria,DZA,Government Effectiveness: Standard Error,GE.STD.ERR,0.216113209724426,0.246326893568039,0.247045904397964,0.24873486161232,0.240966260433197
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.05585384368896,-0.847820401191711,-0.992457151412964,-0.650652348995209,-0.577885270118713
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,6,5,6,6,6
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,13.2075471878052,17.9245281219482,15.5660381317139,22.6415100097656,23.222749710083
Algeria,DZA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,8.49056625366211,11.3207550048828,10.3773584365845,13.2075471878052,14.2180099487305
Algeria,DZA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,22.6415100097656,28.301887512207,24.056604385376,35.8490562438965,39.8104248046875
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.234926253557205,0.23762483894825,0.234710082411766,0.233049780130386,0.227244794368744
Algeria,DZA,Regulatory Quality: Estimate,RQ.EST,-1.38831329345703,-1.35530030727386,-1.18196296691895,-1.06357324123383,-0.948087155818939
Algeria,DZA,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,5,6,6,7
Algeria,DZA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,7.14285707473755,8.5714282989502,10,14.1509437561035,16.0377349853516
Algeria,DZA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,3.33333325386047,3.80952382087708,4.7619047164917,6.13207530975342,8.96226406097412
Algeria,DZA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,11.9047622680664,14.7619047164917,21.9047622680664,25.943395614624,30.6603775024414
Algeria,DZA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.220875322818756,0.247676745057106,0.223367989063263,0.228334546089172,0.225275650620461
Algeria,DZA,Rule of Law: Estimate,RL.EST,-0.861034154891968,-0.798027575016022,-0.833022832870483,-0.833259999752045,-0.678364396095276
Algeria,DZA,Rule of Law: Number of Sources,RL.NO.SRC,10,8,9,9,10
Algeria,DZA,Rule of Law: Percentile Rank,RL.PER.RNK,20.4761905670166,22.380952835083,22.380952835083,22.1698112487793,26.4150943756104
Algeria,DZA,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,11.4285717010498,14.7619047164917,13.3333330154419,13.2075471878052,19.3396224975586
Algeria,DZA,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,29.0476188659668,31.9047622680664,31.4285717010498,32.5471687316895,37.7358474731445
Algeria,DZA,Rule of Law: Standard Error,RL.STD.ERR,0.168550506234169,0.164768561720848,0.165695980191231,0.172755435109138,0.168095871806145
Algeria,DZA,Voice and Accountability: Estimate,VA.EST,-1.0534600019455,-1.08850860595703,-1.01377856731415,-1.01191890239716,-0.979883790016174
Algeria,DZA,Voice and Accountability: Number of Sources,VA.NO.SRC,10,9,10,10,10
Algeria,DZA,Voice and Accountability: Percentile Rank,VA.PER.RNK,19.8067626953125,19.3236713409424,20.7729473114014,21.7391300201416,22.0588226318359
Algeria,DZA,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,14.0096616744995,13.5265703201294,14.9758453369141,15.4589376449585,16.1764698028564
Algeria,DZA,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,23.1884059906006,23.1884059906006,25.6038646697998,25.6038646697998,25.9803924560547
Algeria,DZA,Voice and Accountability: Standard Error,VA.STD.ERR,0.123983800411224,0.12674917280674,0.121664799749851,0.121153272688389,0.118870593607426
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,1.78022909164429,1.26545393466949,1.2796870470047,1.27027237415314,1.25135612487793
American Samoa,ASM,Control of Corruption: Number of Sources,CC.NO.SRC,1,1,1,1,1
American Samoa,ASM,Control of Corruption: Percentile Rank,CC.PER.RNK,94.2857131958008,88.5714263916016,88.5714263916016,88.6792449951172,87.7358474731445
American Samoa,ASM,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,82.3809509277344,73.8095245361328,70,68.3962249755859,65.5660400390625
American Samoa,ASM,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,100,95.2380981445312,96.6666641235352,97.1698150634766,96.698112487793
American Samoa,ASM,Control of Corruption: Standard Error,CC.STD.ERR,0.407786965370178,0.379880905151367,0.428849011659622,0.463798433542252,0.46119099855423
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,0.489976644515991,0.63264924287796,0.638740062713623,0.66762912273407,0.654167771339417
American Samoa,ASM,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,1,1
American Samoa,ASM,Government Effectiveness: Percentile Rank,GE.PER.RNK,70,72.8571395874023,72.3809509277344,74.5283050537109,73.1132049560547
American Samoa,ASM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,39.523811340332,46.6666679382324,46.6666679382324,46.698112487793,43.3962249755859
American Samoa,ASM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,85.2380981445312,90,90.9523773193359,91.0377349853516,91.5094375610352
American Samoa,ASM,Government Effectiveness: Standard Error,GE.STD.ERR,0.461894810199738,0.492002606391907,0.483209103345871,0.479059517383575,0.512995004653931
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.1449339389801,1.09020864963531,1.0668408870697,1.12317395210266,1.11422121524811
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2,2,2,1,1
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,90.5660400390625,87.7358474731445,87.7358474731445,91.0377349853516,91.9431304931641
American Samoa,ASM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,66.9811325073242,64.6226425170898,61.7924537658691,59.9056587219238,60.6635055541992
American Samoa,ASM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,99.5283050537109,99.0566024780273,99.0566024780273,100,100
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.315675258636475,0.319777637720108,0.336745977401733,0.402260720729828,0.398108959197998
American Samoa,ASM,Regulatory Quality: Estimate,RQ.EST,-0.325278997421265,0.525310516357422,0.534613013267517,0.545899748802185,0.512013554573059
American Samoa,ASM,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1,1,1,1
American Samoa,ASM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,40.9523811340332,70.476188659668,70.476188659668,70.7547149658203,68.3962249755859
American Samoa,ASM,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,10,39.523811340332,43.3333320617676,43.3962249755859,42.4528312683105
American Samoa,ASM,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,67.6190490722656,90,86.6666641235352,88.2075500488281,87.2641525268555
American Samoa,ASM,Regulatory Quality: Standard Error,RQ.STD.ERR,0.486127644777298,0.516059041023254,0.487263292074203,0.473354339599609,0.48214453458786
American Samoa,ASM,Rule of Law: Estimate,RL.EST,1.26820170879364,1.118488073349,1.13875997066498,1.22111594676971,1.21249115467072
American Samoa,ASM,Rule of Law: Number of Sources,RL.NO.SRC,1,1,1,1,1
American Samoa,ASM,Rule of Law: Percentile Rank,RL.PER.RNK,87.1428604125977,84.2857131958008,85.2380981445312,86.3207550048828,85.3773574829102
American Samoa,ASM,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,66.6666641235352,59.523811340332,60.476188659668,66.0377349853516,65.0943374633789
American Samoa,ASM,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,100,99.523811340332,99.523811340332,100,99.5283050537109
American Samoa,ASM,Rule of Law: Standard Error,RL.STD.ERR,0.491188645362854,0.523323655128479,0.495438545942307,0.458244681358337,0.456088840961456
American Samoa,ASM,Voice and Accountability: Estimate,VA.EST,1.31854784488678,0.970990180969238,0.980956017971039,0.952084183692932,..
American Samoa,ASM,Voice and Accountability: Number of Sources,VA.NO.SRC,1,1,1,1,..
American Samoa,ASM,Voice and Accountability: Percentile Rank,VA.PER.RNK,94.2028961181641,78.260871887207,78.7439651489258,77.2946853637695,..
American Samoa,ASM,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,62.3188400268555,46.3768119812012,49.7584533691406,50.7246360778809,..
American Samoa,ASM,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,100,100,100,100,..
American Samoa,ASM,Voice and Accountability: Standard Error,VA.STD.ERR,0.50118887424469,0.583825886249542,0.549566030502319,0.526035964488983,..
Andorra,AND,Control of Corruption: Estimate,CC.EST,1.17618942260742,1.26545393466949,1.2796870470047,1.27027237415314,1.25135612487793
Andorra,AND,Control of Corruption: Number of Sources,CC.NO.SRC,1,1,1,1,1
Andorra,AND,Control of Corruption: Percentile Rank,CC.PER.RNK,87.1428604125977,88.5714263916016,88.5714263916016,88.6792449951172,87.7358474731445
Andorra,AND,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,66.6666641235352,73.8095245361328,70,68.3962249755859,65.5660400390625
Andorra,AND,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,94.7619018554688,95.2380981445312,96.6666641235352,97.1698150634766,96.698112487793
Andorra,AND,Control of Corruption: Standard Error,CC.STD.ERR,0.407786965370178,0.379880905151367,0.428849011659622,0.463798433542252,0.46119099855423
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.85192060470581,1.7492413520813,1.74892807006836,1.49526071548462,1.4754387140274
Andorra,AND,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,1,1
Andorra,AND,Government Effectiveness: Percentile Rank,GE.PER.RNK,98.0952377319336,95.7142868041992,97.1428604125977,92.4528274536133,91.0377349853516
Andorra,AND,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,82.3809509277344,80,80.476188659668,75,70.7547149658203
Andorra,AND,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,100,100,100,100,99.5283050537109
Andorra,AND,Government Effectiveness: Standard Error,GE.STD.ERR,0.461894810199738,0.492002606391907,0.483209103345871,0.479059517383575,0.512995004653931
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.57736670970917,1.58867537975311,1.58125936985016,1.58598840236664,1.58346593379974
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,3,3,3,3
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,98.5849075317383,99.0566024780273,98.5849075317383,98.5849075317383,98.5782012939453
Andorra,AND,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,88.6792449951172,88.6792449951172,89.6226425170898,91.0377349853516,91.9431304931641
Andorra,AND,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,100,100,100,100,100
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.280858963727951,0.278704941272736,0.282480865716934,0.277791261672974,0.278450012207031
Andorra,AND,Regulatory Quality: Estimate,RQ.EST,1.22192621231079,1.33542132377625,1.35934960842133,1.39833402633667,1.35054576396942
Andorra,AND,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1,1,1,1
Andorra,AND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,86.1904754638672,88.5714263916016,89.523811340332,90.0943374633789,89.6226425170898
Andorra,AND,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,65.2380981445312,68.0952377319336,71.4285736083984,72.1698150634766,70.2830200195312
Andorra,AND,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,99.523811340332,99.523811340332,99.523811340332,99.5283050537109,99.5283050537109
Andorra,AND,Regulatory Quality: Standard Error,RQ.STD.ERR,0.486127644777298,0.516059041023254,0.487263292074203,0.473354339599609,0.48214453458786
Andorra,AND,Rule of Law: Estimate,RL.EST,1.51021492481232,1.61518156528473,1.64205121994019,1.48548305034637,1.47689890861511
Andorra,AND,Rule of Law: Number of Sources,RL.NO.SRC,1,1,1,1,1
Andorra,AND,Rule of Law: Percentile Rank,RL.PER.RNK,90.9523773193359,92.8571395874023,93.3333358764648,90.5660400390625,91.5094375610352
Andorra,AND,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,73.8095245361328,75.2380981445312,76.6666641235352,75,76.4150924682617
Andorra,AND,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,100,100,100,100,100
Andorra,AND,Rule of Law: Standard Error,RL.STD.ERR,0.491188645362854,0.523323655128479,0.495438545942307,0.458244681358337,0.456088840961456
Andorra,AND,Voice and Accountability: Estimate,VA.EST,1.1081018447876,1.08533525466919,1.03249990940094,1.10678911209106,0.996939778327942
Andorra,AND,Voice and Accountability: Number of Sources,VA.NO.SRC,2,2,2,2,2
Andorra,AND,Voice and Accountability: Percentile Rank,VA.PER.RNK,85.0241546630859,83.0917892456055,81.159423828125,85.9903411865234,78.9215698242188
Andorra,AND,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,70.5314025878906,70.5314025878906,65.7004852294922,68.1159439086914,64.7058792114258
